Metadata_Group,AreaShape_Compactness,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,Intensity_MaxIntensity_origImage,Intensity_MeanIntensity_origImage,Intensity_MinIntensity_origImage,Class
2,2.396439172,214.3944962,29.68164416,66.89274493,56.06220841,0.003921569000000001,0.0021565210000000002,0.0,MHC
3,11.4193739,275.7462602,9.219544457000001,49.94694289,42.048183,0.003921569000000001,0.002258207,0.000230681,MHC
3,2.292504981,92.35799911,13.41640786,31.62982922,26.5557408,0.003352557,0.00208741,0.000615148,HWJC
3,4.100517578,122.4948979,7.071067812000001,43.22955261,35.60786214,0.002875817,0.002063522,0.0011534030000000001,HWJC
3,2.152560277,88.07383266,12.0,26.94851562,23.55516137,0.003921569000000001,0.002274403,0.0006612839999999999,HWJC
3,8.121138202000001,260.69330640000004,12.04159458,71.82355888,50.59891023,0.003921569000000001,0.002211297,0.000722799,MHC
3,8.563259061,302.6169196000001,14.31782106,79.02433141,63.372742,0.003921569000000001,0.002194772,0.00016916599999999997,MHC
3,1.318158548,77.62087348,19.31320792,54.377597200000004,49.78705128,0.003921569000000001,0.002309995,0.000307574,HWJC
3,2.9756229789999997,374.3647954,36.05551275,243.6841704,173.82064019999999,0.003921569000000001,0.002034614,0.000645905,MHC
3,1.0450301770000001,97.59098319,35.11409973,74.26508718,73.78961569,0.003798539,0.002023245,0.000861207,MHC
3,1.966672685,254.62128739999997,32.64965543,138.704071,117.91601170000001,0.003921569000000001,0.002080634,0.000645905,MHC
3,2.710715973,90.42676595,12.20655562,29.60997539,23.30685987,0.003921569000000001,0.0023683000000000003,0.00070742,HWJC
3,6.2228233379999995,210.793738,13.34166406,52.71287106,35.93839757,0.003921569000000001,0.002155783,0.0006920419999999999,MHC
4,2.7406961819999998,151.34397909999998,15.65247584,37.61235335,30.67427939,0.003921569000000001,0.002195597,0.000891965,HWJC
4,9.739200602,323.1253627,15.03329638,72.21889295,60.70306435,0.003921569000000001,0.002192003,0.000645905,MHC
4,3.631720099,267.68638369999996,24.16609195,114.35790420000001,106.49657090000001,0.003921569000000001,0.002516773,0.000415225,MHC
4,2.371476475,163.97560790000003,21.47091055,49.93307536,44.99952003,0.003921569000000001,0.002524942,0.000430604,HWJC
4,7.285976284,301.0863663,21.0,93.81010589,90.96029612,0.003921569000000001,0.002520992,0.000246059,MHC
5,3.272271583,280.7222827,25.45584412,105.41637450000002,79.47999825,0.003506344,0.002131975,0.0011072669999999999,MHC
5,12.39760654,268.3300207,10.63014581,157.6276834,165.03262859999998,0.003921569000000001,0.002152603,0.000645905,MHC
5,4.322167406,131.3697073,11.66190379,27.48169667,20.7932165,0.003921569000000001,0.002190249,0.0008150710000000001,HWJC
5,6.4019683910000005,124.9519908,7.0,22.40527935,18.31499298,0.002860438,0.002049417,0.000891965,HWJC
5,4.693607333,411.6114673,43.01162634,136.0091899,107.57755890000001,0.003921569000000001,0.002178581,0.000384468,MHC
5,8.104683978999999,372.83910739999993,15.0,82.60848409999998,62.71150104,0.003921569000000001,0.002150772,0.000599769,MHC
5,4.384525019,212.7627787,20.09975124,71.92052239,52.82652265,0.003921569000000001,0.002157692,0.000276817,MHC
6,10.53647091,327.56678710000006,21.84032967,63.39403239,50.47929339,0.003921569000000001,0.002285699,0.000522876,MHC
6,1.1381131740000001,119.80818000000001,35.73513677,86.74187147,80.74309903,0.003921569000000001,0.002243718,0.000369089,MHC
6,7.185701632000001,334.31123219999995,15.8113883,76.34581326,51.26192798,0.003921569000000001,0.002425983,0.000215302,MHC
6,6.342284602,368.14399360000004,31.32091953,95.29924182,59.35245341,0.003921569000000001,0.0021258920000000003,0.000615148,MHC
6,2.175048481,148.5294584,19.72308292,53.79549804,50.59066894,0.003921569000000001,0.002192891,0.000584391,MHC
6,3.1077479230000002,191.54111830000002,21.0,60.38412484,48.16779911,0.003921569000000001,0.002201688,0.000676663,MHC
6,4.184992724,269.69983310000003,25.17935662,177.9069562,156.32234319999998,0.003921569000000001,0.002135418,0.000430604,MHC
6,4.691684685,241.8677324,16.03121954,69.77565469,61.54520422,0.003921569000000001,0.00228392,0.000369089,MHC
2,8.907494365,992.2283002999999,52.0,149.84536740000001,106.84069199999999,0.003921569000000001,0.002307596,0.001474482,MHC
2,1.903191109,194.0412327,27.65863337,94.25143113,79.09736252,0.003232949,0.002259034,0.001458638,HWJC
2,2.820210668,289.9465468,27.51363298,64.39401972,54.43678431,0.003092495,0.002277024,0.00146243,HWJC
2,5.264439332,310.8311439,32.984845,96.42869416,82.2200161,0.003921569000000001,0.0029932590000000003,0.0016609,MHC
3,2.303256831,238.4156035,34.66987165,136.65996719999998,118.06129820000001,0.0029682059999999997,0.00226059,0.0015117479999999998,HWJC
3,1.6403025569999998,419.5867013999999,63.50590524,220.05203360000002,177.6339171,0.003166004,0.002253179,0.0015430029999999998,MHC
3,6.735329038,796.0584149,36.76955262,107.24625400000001,84.60800911,0.003921569000000001,0.0023995089999999998,0.00153912,MHC
3,2.090484175,242.04338450000003,35.60898763,84.76867548,73.72693043,0.0034543440000000003,0.002345293,0.0015709279999999999,HWJC
3,7.562311195,373.47155180000004,28.071337699999997,109.65304240000002,83.046385,0.003921569000000001,0.0021160610000000002,0.000645905,MHC
3,2.640463005,87.46427842,10.29563014,28.97619807,25.07228367,0.003921569000000001,0.002405417,0.0007535560000000001,HWJC
3,6.48896358,264.09278670000003,16.55294536,47.54956984,36.85474156,0.003921569000000001,0.0022451710000000002,0.000599769,MHC
6,5.699911192999999,321.3751702,29.41088234,81.44891853,62.58155872,0.003921569000000001,0.0020484170000000003,0.0,MHC
6,2.282070568,194.24983909999997,23.53720459,83.70534728,70.38921117,0.003921569000000001,0.001933345,7.69e-05,MHC
6,1.5835506000000001,110.3449138,19.10497317,66.06174851,55.70020781,0.003921569000000001,0.002173613,0.000153787,HWJC
6,14.18164744,463.47060319999997,16.15549442,54.4484762,39.53600686,0.003921569000000001,0.002200843,0.000153787,MHC
6,3.027570385,226.41775550000003,28.31960452,74.92680042,51.83699325,0.003921569000000001,0.002254814,0.000276817,MHC
6,1.4404048680000001,175.0942603,32.06243908,137.2139115,109.3085284,0.003921569000000001,0.002135231,0.00018454400000000003,MHC
6,6.0949053310000005,194.9051051,12.04159458,41.4524524,35.79333765,0.003921569000000001,0.002269632,0.000261438,HWJC
6,1.073433689,143.0139853,48.795491600000005,108.5992376,104.3158526,0.003921569000000001,0.002072863,0.000384468,MHC
6,2.307471446,103.35376140000001,12.36931688,30.17253179,26.81043193,0.003921569000000001,0.002426533,0.000338331,HWJC
6,7.411566672,323.27851769999995,15.0,95.84893097,70.86682927,0.003921569000000001,0.0023048689999999998,0.00035371,MHC
6,6.159455414,299.527962,25.29822128,90.47974172,70.22747874,0.003921569000000001,0.002385455,0.000722799,MHC
6,3.02163151,166.0120478,15.55634919,63.94471467,49.15898352,0.003921569000000001,0.002411536,0.00070742,HWJC
6,14.84670774,400.6706877,21.37755833,53.21841786,40.01584428,0.003921569000000001,0.002361145,0.0006920419999999999,MHC
6,7.037099787000001,315.5978454,15.55634919,55.03508714,41.01485832,0.003921569000000001,0.001787455,0.000261438,MHC
6,6.523205622000001,221.9234102,13.0,45.36738626,35.13269017,0.003921569000000001,0.0019289189999999999,0.000292195,MHC
6,1.51651088,90.52071586,18.86796226,53.06081042,45.72149029,0.003921569000000001,0.001842863,0.00035371,HWJC
6,2.338975036,132.0037878,19.23538406,45.89441359,36.30406751,0.003921569000000001,0.0017364999999999998,0.000338331,HWJC
6,1.31682312,84.21401309,18.97366596,47.66423513,41.98216668,0.003921569000000001,0.001687254,0.000399846,HWJC
2,2.846377587,312.70593210000004,37.20215048,260.5570262,215.75230249999998,0.003921569000000001,0.002181906,9.23e-05,MHC
2,2.876918715,128.5651586,13.15294644,34.04965409,30.07201466,0.003921569000000001,0.002354273,0.000276817,HWJC
2,2.354435133,112.2719912,13.60147051,47.493627200000006,39.15070126,0.003921569000000001,0.002266646,0.000215302,HWJC
2,1.3491388619999998,85.27602242,18.0,44.62378858,42.53165028,0.003921569000000001,0.002189015,0.000153787,HWJC
2,2.207715173,113.74532959999999,14.0,30.39118718,30.50869527,0.003921569000000001,0.002431275,7.69e-05,HWJC
2,2.023265741,116.18089340000002,16.97056275,54.25297424,44.58252465,0.003921569000000001,0.002404679,0.000246059,HWJC
2,1.270638038,51.15662225,13.03840481,30.29958833,29.22644821,0.003921569000000001,0.002549229,0.000215302,HWJC
2,4.6781409389999995,130.3840481,14.56021978,42.27453232,30.18623523,0.003921569000000001,0.002423052,0.000138408,HWJC
2,1.500175364,68.35202996,14.14213562,32.49758355,29.07776247,0.003921569000000001,0.002217812,0.000261438,HWJC
2,1.11022678,62.28964601,19.20937271,44.82856232,42.04230131,0.003921569000000001,0.002228345,7.69e-05,HWJC
2,1.3987896690000001,99.16148446,22.84731932,58.66518366,52.12723043,0.003921569000000001,0.002177094,0.0,HWJC
2,1.9720286280000001,92.57429449,12.36931688,35.579901799999995,32.02976762,0.003921569000000001,0.002262575,0.0,HWJC
2,1.449802918,103.754518,19.72308292,64.56836957,61.02290331,0.003921569000000001,0.002443472,0.000799692,HWJC
2,1.7593446169999998,95.35197953,26.30589288,43.0,39.46729716,0.003921569000000001,0.002380732,0.0009688580000000001,HWJC
2,1.6197228019999999,138.88484440000002,22.13594362,57.39986583,48.9516321,0.003921569000000001,0.002465592,0.000799692,HWJC
2,3.445854701,117.0854389,10.44030651,22.17546273,20.00261445,0.003921569000000001,0.002497599,0.0006612839999999999,HWJC
2,1.905107502,80.65977932,13.15294644,48.26458938,43.35174273,0.003921569000000001,0.0024754589999999997,0.0007843139999999999,HWJC
2,1.416818139,82.00609733,17.11724277,51.98970991,44.56515983,0.003921569000000001,0.002430465,0.000738178,HWJC
2,1.295526177,62.09669879,14.86606875,35.40094082,33.13300307,0.003921569000000001,0.0024458460000000002,0.000768935,HWJC
2,1.342399136,66.46803743,14.14213562,32.34508446,31.856364399999997,0.003921569000000001,0.002478853,0.000722799,HWJC
2,2.337303183,135.070352,13.89244399,89.80868555,85.32715717,0.003921569000000001,0.00230186,0.0,HWJC
2,1.131028219,39.44616585,12.04159458,28.526355199999998,28.71910997,0.003921569000000001,0.0023324929999999997,0.0,HWJC
2,2.132880857,90.90654542,13.45362405,28.89393465,26.84457133,0.003921569000000001,0.003023695,0.0,HWJC
2,2.718866418,179.61069009999997,21.54065923,48.98615027,41.37068577,0.003921569000000001,0.0022683679999999998,0.0,MHC
2,1.73005023,48.3011387,7.810249676000001,15.94936842,16.02065119,0.003921569000000001,0.0027995570000000003,0.0,HWJC
2,3.5513267660000003,89.62700486,10.0,26.33163111,22.66630486,0.003921569000000001,0.0027788709999999996,0.0,HWJC
2,1.4656198919999999,51.0881591,10.0,20.55437425,21.14997288,0.003921569000000001,0.002932019,0.0,HWJC
2,1.496398785,70.76722405,13.0,33.42203733,29.40076795,0.003921569000000001,0.002328915,0.0,HWJC
2,1.5695462480000002,55.94640292,11.18033989,28.09400826,24.65954432,0.003921569000000001,0.002522841,0.0,HWJC
2,2.049318932,72.62231062,11.3137085,26.38560213,23.20269372,0.003921569000000001,0.002489414,0.000399846,HWJC
2,3.37705157,172.2004646,22.627417,65.04313485,62.46919087,0.003921569000000001,0.002288053,0.000369089,MHC
2,3.981367154,131.7118066,14.0,44.30198742,38.87175067,0.003921569000000001,0.002437029,0.000507497,HWJC
2,2.364028762,93.60021367,12.08304597,27.54410634,24.14939666,0.003921569000000001,0.0024537829999999997,0.000430604,HWJC
2,2.013277285,100.4241007,13.92838828,38.90670634,35.59032106,0.003921569000000001,0.002194496,0.000338331,HWJC
2,1.1307584929999999,41.0,11.66190379,27.68086854,26.57968643,0.003921569000000001,0.002439476,0.000430604,HWJC
2,1.531517275,55.97320788,11.40175425,23.71708245,21.75280805,0.003921569000000001,0.0025387070000000003,0.000507497,HWJC
2,3.456965955,228.3703133,22.0,59.057897399999995,44.82453672,0.003921569000000001,0.002244547,0.000292195,MHC
2,1.8407769369999998,72.20110802,11.04536102,24.03138973,21.87148896,0.0033217990000000003,0.0020944970000000003,0.000246059,HWJC
2,18.93418232,324.6552017,6.403124237,72.0592294,79.35134614,0.0034755859999999997,0.002117755,0.000415225,MHC
2,2.8120710360000003,95.48298278,10.0,24.00515335,21.13523214,0.003490965,0.002129875,0.0,HWJC
2,3.358018079,92.13576938,8.0,24.83998227,20.26615151,0.0033371779999999997,0.00213323,0.000645905,HWJC
3,2.100109802,189.4465624,23.32380758,65.4,52.64366704,0.003921569000000001,0.002246458,3.0799999999999996e-05,HWJC
3,1.689643613,211.37644139999998,35.51056181,131.9266988,99.85179132,0.003921569000000001,0.002194205,0.0,MHC
3,1.8293080169999998,122.9674754,23.34523506,63.5714701,51.19147984,0.003921569000000001,0.002309111,0.0,HWJC
3,1.731339274,49.39635614,8.544003745,27.51678946,23.95874596,0.003921569000000001,0.002160024,0.000138408,HWJC
3,1.3843846030000002,81.15417426,16.64331698,45.71865179,41.86663005,0.003921569000000001,0.002165233,0.000246059,HWJC
3,1.717500014,95.4410813,17.69180601,69.27859663,63.44496462,0.0038908109999999997,0.002123795,0.000153787,HWJC
3,1.083077514,61.91122677,19.0,46.66192149,45.21822138,0.003921569000000001,0.0021099120000000002,0.00018454400000000003,HWJC
3,3.874967191,119.75391429999999,9.848857802000001,29.11763952,20.8891396,0.003921569000000001,0.002277332,0.00018454400000000003,HWJC
3,1.202807894,79.40403012,22.82542442,62.59255838,58.17168072,0.003921569000000001,0.002155522,0.000384468,MHC
3,4.529849292,110.8196733,8.485281374,22.82450543,18.88154613,0.003921569000000001,0.002299091,0.000338331,HWJC
3,6.568778458,245.48930730000004,13.89244399,67.00649582,45.73245726,0.003921569000000001,0.002187825,4.61e-05,MHC
3,6.855259077,148.5294584,9.0,28.89536216,21.58678431,0.003921569000000001,0.002248099,0.000138408,MHC
3,2.776883298,79.93122043,8.062257748,19.66289338,18.22524171,0.003921569000000001,0.002165094,0.000276817,HWJC
3,3.2098004610000004,85.91274643,8.485281374,16.39690158,15.0129043,0.003921569000000001,0.002334941,0.000107651,HWJC
3,1.3916437819999998,92.65527508,18.78829423,52.04950474,50.24426537,0.003921569000000001,0.002127754,0.000461361,HWJC
3,2.091060279,135.8307771,21.47091055,43.91396083,38.48419172,0.003921569000000001,0.002035494,0.000445982,MHC
3,1.3539667990000002,63.41135545,14.03566885,41.95635648,33.28833331,0.003921569000000001,0.00220776,0.000584391,HWJC
3,5.348892659,211.28653530000003,15.65247584,52.53039165,43.21249586,0.003921569000000001,0.002290245,0.000584391,MHC
3,1.507057525,74.00675645,14.0,38.0,34.83042388,0.003921569000000001,0.002072771,0.000799692,HWJC
3,1.473503095,77.20103626,16.2788206,36.0,32.80467659,0.003921569000000001,0.002136481,0.000645905,HWJC
3,1.449061415,72.9451849,16.2788206,35.98515019,32.94480403,0.003921569000000001,0.0023170820000000003,0.0005690119999999999,HWJC
3,1.502762462,75.02666193,15.29705854,37.25933752,31.88322401,0.003921569000000001,0.002068184,0.0006920419999999999,HWJC
3,1.164380531,51.31276644,13.60147051,37.3737208,34.078844399999994,0.003921569000000001,0.002148989,0.00070742,HWJC
3,1.554333846,146.5093854,24.16609195,83.38350188,78.44934637,0.003921569000000001,0.00198808,0.0,MHC
3,1.987149434,149.2715646,22.47220505,61.00824937,50.09551677,0.003921569000000001,0.002089368,0.0,HWJC
3,4.245837042,223.0807029,18.86796226,54.43351733,41.54670214,0.003921569000000001,0.002211549,6.15e-05,MHC
3,1.3909712440000002,75.21303079,17.2626765,51.2,42.83851221,0.003921569000000001,0.00228748,0.0,HWJC
3,3.68922141,132.6122166,10.29563014,41.60173053,25.53680563,0.003921569000000001,0.002556637,0.0,MHC
3,2.739804358,125.6065285,13.34166406,53.7992016,43.82269253,0.003921569000000001,0.002141246,0.0,HWJC
3,5.023619856,216.06711919999998,19.0,52.13229356,36.92520974,0.003921569000000001,0.002244237,0.0,MHC
3,2.548195464,138.4521578,14.56021978,38.96815088,35.01561314,0.003921569000000001,0.002280893,0.0,MHC
3,1.079839297,73.37574531,24.41311123,56.79612663,53.89153126,0.003921569000000001,0.00217634,0.0,MHC
4,2.360534171,85.08818954,10.29563014,28.78415598,25.23543297,0.003921569000000001,0.002168307,0.00016916599999999997,HWJC
4,4.010586311,124.7878199,10.0,21.49280331,18.80161013,0.003921569000000001,0.002182398,0.000138408,HWJC
4,1.405046339,45.09988914,10.04987562,20.8614477,20.83114255,0.003921569000000001,0.002554591,0.000230681,HWJC
4,4.853103095,162.38842319999998,12.04159458,62.20321127,47.11283746,0.003921569000000001,0.0022091579999999997,9.23e-05,MHC
4,1.955447715,112.48555459999999,16.40121947,82.37700029,67.11230264,0.003921569000000001,0.002134415,0.000230681,MHC
4,1.514815267,116.7090399,23.70653918,65.90763357,63.12524794,0.003921569000000001,0.0021054579999999997,0.00012303,MHC
4,1.838214099,72.01388755,11.40175425,31.80905834,25.27551564,0.003921569000000001,0.002163608,0.000153787,HWJC
4,2.233384323,74.46475676,10.0,20.27977393,19.87657784,0.003921569000000001,0.002205929,0.00016916599999999997,HWJC
4,4.343440741,237.2551369,19.23538406,58.93693486,45.42950477,0.003921569000000001,0.002121814,0.00018454400000000003,MHC
4,1.239482745,119.85407790000001,29.54657341,76.45151656,66.54561008,0.003921569000000001,0.0020628,0.000153787,MHC
5,6.634865759,215.6710458,10.63014581,24.19294756,19.50687267,0.003921569000000001,0.002339611,0.000615148,MHC
5,1.211533852,68.15423685,16.2788206,39.0,38.12250145,0.003921569000000001,0.002178599,0.001045752,HWJC
5,4.033684125,134.3316791,9.848857802000001,28.118025899999996,22.02460855,0.003921569000000001,0.002231556,0.0009381010000000001,HWJC
5,4.261625844,159.5900999,13.0,35.74177497,28.44427849,0.003921569000000001,0.002311662,0.000922722,MHC
5,1.3958790369999998,133.00375929999998,29.15475947,66.45224079,68.42903945,0.003921569000000001,0.002154148,0.0,MHC
5,1.68243004,107.07007050000001,17.0,49.87352394,45.67946565,0.003921569000000001,0.002200165,0.0,MHC
5,4.636463029,122.3315168,8.246211251,26.175348899999996,21.17509072,0.003921569000000001,0.002552941,0.000461361,HWJC
5,2.353219655,62.93647591,7.810249676000001,21.62084991,19.190556100000002,0.003921569000000001,0.00238995,0.000553633,HWJC
5,2.239009454,62.20128616,7.810249676000001,15.92825639,16.35871577,0.003921569000000001,0.0026502820000000003,0.000645905,HWJC
5,7.570352044,265.9323222,15.03329638,49.18901179,37.36345925,0.003921569000000001,0.0023406539999999997,0.000507497,MHC
5,2.509094025,104.8093507,11.3137085,27.52792919,24.57508624,0.003921569000000001,0.0022474770000000003,0.000246059,HWJC
5,14.18749224,270.3793631,13.0,60.27211367,66.03524726,0.003921569000000001,0.002215991,0.00016916599999999997,MHC
5,5.650480311,233.5551327,19.79898987,77.57043859999999,51.49758699,0.003921569000000001,0.002043166,0.000861207,MHC
5,2.653038691,89.49860334,14.0,29.98927438,24.42480839,0.003537101,0.002042356,0.000861207,HWJC
5,3.306099445,208.8875295,15.29705854,144.56375569999997,119.4284769,0.003921569000000001,0.002034119,0.000845829,MHC
5,1.997251892,164.87874330000002,23.60084744,93.7525156,68.2847069,0.003921569000000001,0.0019502039999999999,0.000845829,MHC
5,2.286433164,107.9120012,13.45362405,30.0,26.3069646,0.003721646,0.00201746,0.000861207,HWJC
5,5.7467696429999995,302.2383166,19.84943324,49.7656876,41.58907781,0.003921569000000001,0.002090554,0.001014994,MHC
5,8.795669243999999,210.29740840000002,8.246211251,26.44964134,20.0302482,0.003168012,0.001689903,0.000584391,MHC
6,3.801320959,316.4838069,31.6227766,92.32211624,89.26109876,0.003921569000000001,0.002119206,1.5399999999999998e-05,MHC
6,1.57129809,192.5201288,33.24154028,94.38736123,74.01371866,0.003921569000000001,0.002129579,0.000292195,MHC
6,3.1670656439999996,160.3776792,17.4642492,39.95349265,33.05049547,0.003921569000000001,0.002172826,0.0,HWJC
6,1.5551466219999999,81.84130986,15.62049935,36.16292707,33.93823311,0.003921569000000001,0.002202989,0.000230681,HWJC
6,3.3726736369999997,161.5549442,13.45362405,46.34384277,32.87210993,0.003921569000000001,0.002185384,0.000599769,HWJC
6,1.305294138,64.89992296,17.72004515,52.67843134,51.86952397,0.003921569000000001,0.002196337,0.000599769,HWJC
6,1.177055886,65.03076195,18.86796226,50.61826006,46.78639509,0.003921569000000001,0.002155221,0.000599769,HWJC
6,1.714379076,78.84795495,16.4924225,35.5589514,31.85325189,0.003921569000000001,0.0022147079999999997,0.0006612839999999999,HWJC
6,1.319296187,70.29224708,16.64331698,39.69703846,37.42827048,0.0032449059999999997,0.0021666429999999998,0.0007535560000000001,HWJC
6,6.935456715,327.39120330000003,17.11724277,73.50284608,54.05416861,0.003921569000000001,0.0021399120000000003,0.0,MHC
6,3.0792578560000003,141.7779955,14.14213562,40.4788024,32.506927600000004,0.003921569000000001,0.002266481,0.0,HWJC
6,1.575312382,69.3108938,13.60147051,29.01549533,27.19972195,0.003921569000000001,0.0023506539999999998,0.0,HWJC
6,1.824097186,121.69634340000002,16.55294536,51.70630661,49.03502213,0.003921569000000001,0.002171496,0.00047674,MHC
