Metadata_Day,Metadata_Group,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_origImage,Intensity_IntegratedIntensity_origImage,Intensity_LowerQuartileIntensity_origImage,Intensity_MADIntensity_origImage,Intensity_MassDisplacement_origImage,Intensity_MaxIntensityEdge_origImage,Intensity_MaxIntensity_origImage,Intensity_MeanIntensityEdge_origImage,Intensity_MeanIntensity_origImage,Intensity_MedianIntensity_origImage,Intensity_MinIntensityEdge_origImage,Intensity_MinIntensity_origImage,Intensity_StdIntensityEdge_origImage,Intensity_StdIntensity_origImage,Intensity_UpperQuartileIntensity_origImage,Class
4,4,7128,7.285976284,0.965894121,1,0.198662207,0.095606597,351.2830373,301.0863663,21,6.230107643,5,93.81010589,90.96029612,-6.706597868,967.932,0.313394447,2.022560625,17.96962772,0.002260669,0.000261438,0.78285579,0.003921569,0.003921569,0.002599692,0.002520992,0.002537486,0.001584006,0.000246059,0.000293034,0.000622055,0.002783545,MHC
2,5,7447,3.272271583,0.941356636,1,0.247145891,0.070508671,235.5568568,280.7222827,25.45584412,6.651991816,5,105.4163745,79.47999825,-5.270615738,1152.058,0.399495735,1.888581467,15.87681768,0.00201461,0.00012303,0.098545267,0.00249135,0.003506344,0.002158379,0.002131975,0.002153018,0.001753172,0.001107267,0.00010284,0.000244328,0.002260669,MHC
2,5,3406,12.39760654,0.811709899,1,0.071359732,0.036005765,282.5606911,268.3300207,10.63014581,2.705307444,2.236067977,157.6276834,165.0326286,55.38161804,1090.288,0.143034121,1.809381134,7.331765126,0.00189158,0.000184545,0.817688165,0.003921569,0.003921569,0.002121197,0.002152603,0.00213764,0.001091888,0.000645905,0.000370955,0.000557139,0.002291427,MHC
2,5,1986,4.322167406,0.989822117,1,0.212451861,0.195973899,146.1119761,131.3697073,11.66190379,3.988604018,3.605551275,27.48169667,20.7932165,52.04184908,356.858,0.693435754,0.578131533,4.349834883,0.001760861,0.000338332,1.163612851,0.003921569,0.003921569,0.002232168,0.002190249,0.002183776,0.001737793,0.000815071,0.000419007,0.000643227,0.002460592,HWJC
2,5,1090,6.401968391,0.990299492,1,0.293010753,0.109287616,131.810588,124.9519908,7,2.555239374,2.236067977,22.40527935,18.31499298,-6.119090451,354.024,0.488789238,0.585359519,2.233864026,0.001830065,0.000215302,0.510049458,0.00249135,0.002860438,0.002098063,0.002049417,0.002168397,0.001199539,0.000891965,0.00017844,0.000412468,0.002337563,HWJC
4,5,14470,4.693607333,0.96329796,1,0.159938987,0.106901388,400.7591773,411.6114673,43.01162634,12.17762447,8.94427191,136.0091899,107.5775589,37.52814956,1304.21,0.427777449,2.162768317,31.5240616,0.001953095,0.00023068,0.709751329,0.002752787,0.003921569,0.002206906,0.002178581,0.002183776,0.001353326,0.000384468,0.000163291,0.000485231,0.002414456,MHC
4,5,7621,8.104683979,0.987034692,1,0.106566546,0.065887401,390.7086708,372.8391074,15,4.818863254,4.242640687,82.6084841,62.71150104,41.65938205,1205.618,0.38460762,2.044521475,16.39103509,0.001906959,0.000215302,0.655369832,0.002675894,0.003921569,0.002175023,0.002150772,0.002106882,0.001337947,0.000599769,0.000194437,0.000492011,0.002337563,MHC
9,5,5057,4.384525019,0.973541524,1,0.316557121,0.144066371,231.1779872,212.7627787,20.09975124,5.91218514,5,71.92052239,52.82652265,87.04131492,664.156,0.503384432,1.156155407,10.91144991,0.001753172,0.00035371,1.44082601,0.002537486,0.003921569,0.002198014,0.002157692,0.002183776,0.001399462,0.000276817,0.000154714,0.0005977,0.002475971,MHC
2,6,7258,10.53647091,0.993317936,1,0.125224293,0.088341033,437.3908261,327.5667871,21.84032967,6.075605509,5,63.39403239,50.47929339,42.61076276,1016.09,0.431843875,1.734133141,16.5896048,0.001999231,0.000261438,5.484620552,0.002629758,0.003921569,0.0022492,0.002285699,0.002276048,0.001384083,0.000522876,0.000151032,0.000573689,0.002522107,MHC
4,6,6102,1.138113174,0.642893558,1,0.577840909,0.373776697,105.4148654,119.80818,35.73513677,12.0159588,10.19803903,86.74187147,80.74309903,33.72834542,452.934,0.865041111,0.788712082,13.69116565,0.00201461,0.000215302,0.23365953,0.002660515,0.003921569,0.002312939,0.002243718,0.00224529,0.001614764,0.000369089,0.000146113,0.00040343,0.002445213,MHC
4,6,8108,7.185701632,0.990902003,1,0.164495841,0.081316922,380.8878354,334.3112322,15.8113883,5.283440436,5,76.34581326,51.26192798,22.85376702,1119.364,0.418736766,2.07397166,19.66986616,0.002029989,0.00035371,0.367568095,0.002798924,0.003921569,0.002381139,0.002425983,0.002414456,0.000615148,0.000215302,0.000158152,0.00066044,0.002752787,MHC
4,6,12041,6.342284602,0.990689694,1,0.152680564,0.120760553,435.9683082,368.1439936,31.32091953,8.962745375,7.280109889,95.29924182,59.35245341,55.38039813,1119.37,0.472390592,1.848612207,25.59786377,0.001906959,0.000199923,0.87263157,0.003583237,0.003921569,0.002134656,0.002125892,0.002091503,0.000738178,0.000615148,0.000213079,0.000478766,0.002291427,MHC
4,6,3924,2.175048481,0.930597641,1,0.384705882,0.20864549,138.2093482,148.5294584,19.72308292,6.307265922,5.521009528,53.79549804,50.59066894,22.33805567,486.144,0.693531283,0.779546387,8.604906191,0.001830065,0.000322953,0.634943854,0.002599,0.003921569,0.002153443,0.002192891,0.002168397,0.001384083,0.000584391,0.000151522,0.000614446,0.002475971,MHC
4,6,4000,3.107747923,0.959475894,1,0.246548323,0.183281224,170.9346556,191.5411183,21,6.04160334,5.099019514,60.38412484,48.16779911,16.05565724,523.692,0.55877628,0.905544091,8.806751714,0.001906959,0.000246059,2.135214952,0.002445213,0.003921569,0.002150936,0.002201688,0.00213764,0.001138024,0.000676663,0.000149082,0.000648658,0.002383699,MHC
9,6,8695,4.184992724,0.799876266,1,0.175592714,0.090367026,260.4656352,269.6998331,25.17935662,7.072457266,5.656854249,177.9069562,156.3223432,80.93472088,1099.6,0.321073816,1.78249918,18.56745955,0.001830065,0.000276817,4.340885227,0.002460592,0.003921569,0.002094594,0.002135418,0.002091503,0.001276432,0.000430604,0.000153603,0.000550672,0.00236832,MHC
9,6,5585,4.691684685,0.969305618,1,0.185517356,0.092336924,250.327299,241.8677324,16.03121954,4.716632784,4.242640687,69.77565469,61.54520422,-56.1840222,871.824,0.435630436,1.466712915,12.75569451,0.001906959,0.000384467,1.910665766,0.003229527,0.003921569,0.002144317,0.00228392,0.00224529,0.001168781,0.000369089,0.000174332,0.000744905,0.002675894,MHC
4,2,63642,8.907494365,0.995987268,-4,0.390789352,0.076121473,1193.816894,992.2283003,52,14.85201088,13.03840481,149.8453674,106.840692,-87.32693183,3241.33,0.524612056,5.803621055,146.8600129,0.002121563,0.000146235,2.82968505,0.002503786,0.003921569,0.002275038,0.002307596,0.002251397,0.002041753,0.001474482,5.78E-05,0.000319592,0.002422513,MHC
4,2,7793,1.903191109,0.894747805,1,0.281437342,0.128221029,177.1212691,194.0412327,27.65863337,8.639499287,7.211102551,94.25143113,79.09736252,24.22354418,873.932,0.520504943,1.56132814,17.60465199,0.002122701,0.00013835,0.555609643,0.002478336,0.003232949,0.002299452,0.002259034,0.002264438,0.002072645,0.001458638,7.54E-05,0.00024032,0.002400193,HWJC
4,2,7437,2.820210668,0.970055145,1,0.204582967,0.135863445,224.1259602,289.9465468,27.51363298,9.246120589,7.615773106,64.39401972,54.43678431,67.39703467,829.378,0.622968671,1.488634553,16.93422664,0.002083239,0.000170159,0.910512492,0.00248736,0.003092495,0.002315139,0.002277024,0.002306076,0.002084947,0.00146243,6.29E-05,0.000279821,0.002434614,HWJC
9,2,10586,5.264439332,0.974551207,1,0.21228042,0.119719513,366.7834742,310.8311439,32.984845,9.492873513,7.211102551,96.42869416,82.2200161,-61.00940085,1054.116,0.448635362,2.227527867,31.686644,0.002814302,0.000169166,0.778240483,0.003660131,0.003921569,0.002993989,0.002993259,0.002968089,0.001876201,0.0016609,0.000159291,0.000409969,0.003152634,MHC
4,3,11728,2.303256831,0.862893336,1,0.30824222,0.187573036,233.6061529,238.4156035,34.66987165,10.65484833,9.219544457,136.6599672,118.0612982,19.94318794,886.404,0.579661436,1.60269798,26.51220399,0.002123342,0.000132425,0.108116117,0.002645373,0.002968206,0.002309363,0.00226059,0.002267058,0.001973143,0.001511748,8.11E-05,0.000209526,0.002388811,HWJC
4,3,49607,1.640302557,0.905216465,0,0.419261325,0.191338456,418.010584,419.5867014,63.50590524,22.99318213,19.92485885,220.0520336,177.6339171,17.47365354,1804.992,0.694936505,3.231628788,111.7734413,0.002187131,6.49E-05,0.434476844,0.0027476,0.003166004,0.002291935,0.002253179,0.002246781,0.001669304,0.001543003,7.43E-05,0.000153336,0.002318189,MHC
4,3,44172,6.735329038,0.995195982,1,0.152968677,0.084253725,864.2042238,796.0584149,36.76955262,13.11959557,12.04159458,107.246254,84.60800911,-25.74605043,2566.752,0.591218454,4.558252304,105.9910967,0.002164635,0.000200829,1.455816322,0.002837476,0.003921569,0.002320902,0.002399509,0.002377455,0.002125121,0.00153912,6.06E-05,0.000358268,0.002568477,MHC
4,3,13848,2.090484175,0.959185979,1,0.450737233,0.261438712,260.725573,242.0433845,35.60898763,13.37547499,12.36931688,84.76867548,73.72693043,-20.87240206,815.856,0.796067949,1.410593484,32.47761869,0.002169859,0.000172843,0.817189471,0.002389363,0.003454344,0.002275151,0.002345293,0.002334411,0.002140091,0.001570928,4.28E-05,0.000293402,0.002515774,HWJC
4,3,10416,7.562311195,0.981950024,1,0.140513706,0.104560742,439.0723336,373.4715518,28.0713377,7.619803897,5.830951895,109.6530424,83.046385,-56.17733306,1118.848,0.382589532,1.756709096,22.04089304,0.001860823,0.000199923,10.64570239,0.002399077,0.003921569,0.002003089,0.002116061,0.002029989,0.001430219,0.000645905,8.77E-05,0.00057191,0.002291427,MHC
4,3,1356,2.640463005,0.962156336,1,0.336643496,0.310964814,92.00904041,87.46427842,10.29563014,4.150581789,4,28.97619807,25.07228367,-32.53815565,234.088,0.729620662,0.348296833,3.261745637,0.001937716,0.000430604,1.903353179,0.00224529,0.003921569,0.001990268,0.002405417,0.00224529,0.001707036,0.000753556,0.000100331,0.000847813,0.002891196,HWJC
4,3,5661,6.48896358,0.992572938,1,0.168457075,0.12945107,302.9547282,264.0927867,16.55294536,5.098724914,5,47.54956984,36.85474156,-27.57612596,741.308,0.581271178,1.192418397,12.70991216,0.001783929,0.000399846,2.646709102,0.003921569,0.003921569,0.002045315,0.002245171,0.002122261,0.000984237,0.000599769,0.000250796,0.000744476,0.002583622,MHC
4,6,8799,5.699911193,0.983982084,1,0.301314978,0.135502238,351.0544565,321.3751702,29.41088234,7.548335815,6,81.44891853,62.58155872,-80.1366709,903.334,0.514516271,1.457516443,18.02402229,0.001676278,0.00035371,4.511627526,0.002445213,0.003921569,0.001969617,0.002048417,0.00201461,0.000645905,0,0.000242479,0.000700998,0.00236832,MHC
4,6,7219,2.282070568,0.930321709,1,0.437780473,0.179720601,191.9298423,194.2498391,23.53720459,7.272419976,6.708203932,83.70534728,70.38921117,8.22429264,710.468,0.622810801,1.138100801,13.95681719,0.001630142,0.000261438,0.609768194,0.003921569,0.003921569,0.001972445,0.001933345,0.00189158,0.001030373,7.69E-05,0.000301605,0.000565411,0.002168397,MHC
4,6,3933,1.5835506,0.869425116,1,0.494468192,0.347177036,112.7386825,110.3449138,19.10497317,7.484135065,7,66.06174851,55.70020781,-18.5589838,377.304,0.717308043,0.633325695,8.548820039,0.001799308,0.000369089,0.11635926,0.002506728,0.003921569,0.002083308,0.002173613,0.002122261,0.001261053,0.000153787,0.000147991,0.000713444,0.002537486,HWJC
4,6,9244,14.18164744,0.997634013,1,0.236419437,0.069782031,575.0805596,463.4706032,16.15549442,4.873123324,4.472135955,54.4484762,39.53600686,-4.970089703,1290.218,0.409733611,2.315786389,20.34459138,0.001645521,0.000492119,2.958335117,0.003921569,0.003921569,0.002174447,0.002200843,0.002153018,0.000261438,0.000153787,0.00037801,0.000818944,0.002645137,MHC
4,6,7331,3.027570385,0.974613605,1,0.42871345,0.231572032,231.5251784,226.4177555,28.31960452,8.728177571,7.615773106,74.92680042,51.83699325,8.255432518,630.73,0.663799348,1.159400311,16.53004312,0.001922338,0.000261438,3.000285337,0.003921569,0.003921569,0.002200001,0.002254814,0.002153018,0.000953479,0.000276817,0.000343985,0.000650164,0.00249135,MHC
4,6,9598,1.440404868,0.695297747,1,0.370207514,0.171555716,152.0873955,175.0942603,32.06243908,9.90692945,7.810249676,137.2139115,109.3085284,-34.57281812,838.48,0.63192547,1.455732513,20.49394954,0.001876201,0.00023068,1.486923642,0.003767782,0.003921569,0.002182508,0.002135231,0.002091503,0.000753556,0.000184544,0.00024788,0.000501854,0.002337563,MHC
4,6,3308,6.094905331,0.987067125,1,0.155086732,0.162728509,223.279264,194.9051051,12.04159458,4.261737238,4.123105626,41.4524524,35.79333765,-44.18817482,505.424,0.496212405,0.886074644,7.507943356,0.001814687,0.00047674,0.822472974,0.003737024,0.003921569,0.002220738,0.002269632,0.002306805,0.000738178,0.000261438,0.000331564,0.00071643,0.002768166,HWJC
4,6,10791,1.073433689,0.642046494,1,0.644970414,0.492684189,136.0643267,143.0139853,48.7954916,17.04365319,15,108.5992376,104.3158526,-6.673056085,524.628,0.8998499,0.90729726,22.36825971,0.001906959,0.000169166,0.178628263,0.002445213,0.003921569,0.002170568,0.002072863,0.002060746,0.001507113,0.000384468,0.00014729,0.000280093,0.002229912,MHC
4,6,2054,2.307471446,0.967716832,1,0.378408254,0.355190009,106.3737421,103.3537614,12.36931688,5.304955712,5,30.17253179,26.81043193,-23.04059496,269.572,0.807866273,0.491657085,4.984098621,0.001806997,0.000569012,0.678039747,0.003921569,0.003921569,0.002375155,0.002426533,0.002352941,0.000815071,0.000338331,0.000505603,0.000869558,0.00295271,HWJC
4,6,7155,7.411566672,0.980406359,1,0.134745763,0.079317361,359.7561879,323.2785177,15,4.484517282,4.123105626,95.84893097,70.86682927,24.89062341,1064.696,0.331495552,2.001907088,16.49133472,0.001722415,0.000553633,1.637819368,0.003275663,0.003921569,0.0022544,0.002304869,0.002322184,0.000599769,0.00035371,0.000227873,0.000830659,0.002814302,MHC
4,6,7836,6.159455414,0.978777243,1,0.185735618,0.11776666,342.6949649,299.527962,25.29822128,6.741943336,5.656854249,90.47974172,70.22747874,-68.60206015,914.41,0.468030461,1.659884756,18.69242683,0.002060746,0.000292195,1.110585881,0.003921569,0.003921569,0.002324769,0.002385455,0.002306805,0.001584006,0.000722799,0.00025933,0.000631028,0.002660515,MHC
4,6,4040,3.02163151,0.956750484,1,0.248416651,0.164340562,168.9835939,166.0120478,15.55634919,5.411095095,5,63.94471467,49.15898352,-45.6873438,555.806,0.527174268,1.019284953,9.742607032,0.001860823,0.000507497,0.194429285,0.003921569,0.003921569,0.002321834,0.002411536,0.002383699,0.001584006,0.00070742,0.000324476,0.000767385,0.002875817,HWJC
4,6,7322,14.84670774,0.997073108,1,0.169138369,0.073249564,523.3975545,400.6706877,21.37755833,5.440866853,4.242640687,53.21841786,40.01584428,-12.68095312,1120.772,0.381990818,1.964521455,17.28830517,0.001937716,0.000415225,3.132979876,0.003921569,0.003921569,0.002316653,0.002361145,0.002337563,0.000938101,0.000692042,0.000225823,0.000709603,0.002768166,MHC
4,6,6848,7.037099787,0.992994938,1,0.196781609,0.107763996,347.1219956,315.5978454,15.55634919,5.195455489,5,55.03508714,41.01485832,-77.22014682,893.614,0.482066805,1.200999643,12.24049259,0.001337947,0.000399846,1.069238628,0.002029989,0.003921569,0.001691549,0.001787455,0.001768551,0.001153403,0.000261438,0.00011971,0.000678217,0.002122261,MHC
4,6,4080,6.523205622,0.990641613,1,0.166015625,0.147537496,257.4034504,221.9234102,13,4.588077142,4.242640687,45.36738626,35.13269017,-28.6265029,589.5,0.499082569,0.782022314,7.869988761,0.001399462,0.000415225,1.151967711,0.001968474,0.003921569,0.001685393,0.001928919,0.001768551,0.001230296,0.000292195,0.000101002,0.000834128,0.00224529,MHC
4,6,2532,1.51651088,0.852782065,1,0.4715962,0.381719103,87.54429453,90.52071586,18.86796226,6.682563291,6,53.06081042,45.72149029,-24.69237347,288.712,0.817169598,0.418454451,4.666128573,0.001491734,0.000261438,1.416656762,0.003921569,0.003921569,0.001835327,0.001842863,0.001737793,0.000753556,0.00035371,0.0005599,0.000696729,0.002029989,HWJC
4,6,3163,2.338975036,0.961514779,1,0.363062443,0.315034597,132.1333669,132.0037878,19.23538406,6.56151134,5.830951895,45.89441359,36.30406751,63.75230354,355.202,0.774201444,0.468527498,5.492549215,0.001368704,0.000307574,0.96269708,0.001968474,0.003921569,0.001673312,0.0017365,0.001691657,0.001353326,0.000338331,9.22E-05,0.000639514,0.001983853,HWJC
4,6,2368,1.31682312,0.844948048,1,0.535746606,0.388629331,78.49358391,84.21401309,18.97366596,6.989283475,6.08276253,47.66423513,41.98216668,-76.11753772,276.712,0.818952101,0.340761251,3.995417229,0.001476355,0.000153787,1.253434203,0.001953095,0.003921569,0.001638275,0.001687254,0.001614764,0.001168781,0.000399846,0.000137922,0.000515127,0.001768551,HWJC
13,2,17483,2.846377587,0.644562245,1,0.22142432,0.099850504,282.1944725,312.7059321,37.20215048,9.767072318,7.810249676,260.5570262,215.7523025,2.561048526,1483.33,0.369857942,2.648981311,38.14626845,0.001830065,0.000322953,3.672519583,0.002875817,0.003921569,0.002303462,0.002181906,0.002122261,0.000984237,9.23E-05,0.000233168,0.000582838,0.002475971,MHC
2,2,2228,2.876918715,0.970127163,1,0.404796512,0.252343098,123.9587419,128.5651586,13.15294644,4.875669796,4.123105626,34.04965409,30.07201466,-8.367652054,333.094,0.72115229,0.604167661,5.245321242,0.001860823,0.000430604,0.420162145,0.002906574,0.003921569,0.002271307,0.002354273,0.002306805,0.000845829,0.000276817,0.00025794,0.000755852,0.002706651,HWJC
2,2,2128,2.354435133,0.928986755,1,0.303133903,0.206499576,105.7804096,112.2719912,13.60147051,4.509060222,4,47.4936272,39.15070126,26.86791882,359.858,0.594247417,0.660884309,4.82342193,0.001707036,0.000507497,0.566075894,0.003275663,0.003921569,0.002351901,0.002266646,0.002276048,0.001276432,0.000215302,0.000248248,0.000781754,0.00272203,HWJC
2,2,2266,1.349138862,0.834553885,1,0.462543376,0.381238597,77.20025069,85.27602242,18,6.538508043,5.656854249,44.62378858,42.53165028,-55.92716357,273.298,0.784083045,0.49636296,4.960307797,0.00189158,0.000292195,0.272302431,0.003214148,0.003921569,0.002297977,0.002189015,0.002214533,0.000907343,0.000153787,0.000337639,0.00050113,0.00249135,HWJC
2,2,2446,2.207715173,0.962893107,1,0.631062951,0.324701819,113.0441298,113.7453296,14,5.762845067,5.099019514,30.39118718,30.50869527,0.59712657,307.674,0.80039267,0.621684,5.946897556,0.001722415,0.000692041,0.6449339,0.003921569,0.003921569,0.002437976,0.002431275,0.002399077,7.69E-05,7.69E-05,0.000591423,0.000924701,0.003098808,HWJC
2,2,2460,2.023265741,0.901886131,1,0.342809365,0.246888955,103.206536,116.1808934,16.97056275,5.646857783,5,54.25297424,44.58252465,41.82794476,353.852,0.674434544,0.66120726,5.915509648,0.001876201,0.000492118,0.251994559,0.003921569,0.003921569,0.002311913,0.002404679,0.002352941,0.000753556,0.000246059,0.00040439,0.000806818,0.002860438,HWJC
2,2,1100,1.270638038,0.827011397,1,0.571725572,0.502177699,51.98722861,51.15662225,13.03840481,5.072501542,4.472135955,30.29958833,29.22644821,21.10272602,165.91,0.885311871,0.303806246,2.804152352,0.002045367,0.000553633,0.832817018,0.002891196,0.003921569,0.002336971,0.002549229,0.002506728,0.001584006,0.000215302,0.000176187,0.000876432,0.003137255,HWJC
2,2,2079,4.678140939,0.980642874,1,0.360687023,0.161644299,154.1648716,130.3840481,14.56021978,4.383341371,3.605551275,42.27453232,30.18623523,-83.71776211,402.024,0.540140296,0.774056172,5.037524205,0.001906959,0.000507497,0.760684426,0.003921569,0.003921569,0.002317533,0.002423052,0.002475971,0.000261438,0.000138408,0.000390919,0.000910947,0.002941176,HWJC
2,2,1346,1.500175364,0.896019043,1,0.450167224,0.42031583,65.48815146,68.35202996,14.14213562,5.202081412,5,32.49758355,29.07776247,27.15646843,200.604,0.863650946,0.352618243,2.985175043,0.001722415,0.000430604,0.167350125,0.003321799,0.003921569,0.002319857,0.002217812,0.002214533,0.001199539,0.000261438,0.000275288,0.000674251,0.002575932,HWJC
2,2,1973,1.11022678,0.731527796,1,0.643089961,0.569202869,61.6626355,62.28964601,19.20937271,7.324049652,6.403124237,44.82856232,42.04230131,61.42082077,208.706,0.888138645,0.382222244,4.396524605,0.001922338,0.000322953,0.421298279,0.002768166,0.003921569,0.002302544,0.002228345,0.00224529,0.001522491,7.69E-05,0.000192255,0.00063146,0.002552864,HWJC
2,2,3480,1.398789669,0.847512436,1,0.54230949,0.433894079,98.20955726,99.16148446,22.84731932,8.32485291,7.810249676,58.66518366,52.12723043,69.48789837,317.47,0.827980014,0.524921215,7.576286372,0.001830065,0.000307574,0.37242865,0.002875817,0.003921569,0.002252881,0.002177094,0.00213764,0.001245675,0,0.000251341,0.000557777,0.002460592,HWJC
2,2,1662,1.972028628,0.927081956,1,0.488249119,0.224224575,85.44490867,92.57429449,12.36931688,4.699877623,4,35.5799018,32.02976762,2.609961119,305.196,0.657566766,0.55652444,3.760399979,0.001668589,0.000522876,0.206645322,0.002783545,0.003921569,0.002338338,0.002262575,0.002322184,0.000953479,0,0.000285903,0.000832016,0.002752787,HWJC
2,2,2376,1.449802918,0.509502643,1,0.290820073,0.162153798,70.91818166,103.754518,19.72308292,6.180140061,5,64.56836957,61.02290331,-38.26896392,429.106,0.553523588,0.79410999,5.80569036,0.002153018,0.000261438,0.203675488,0.003091119,0.003921569,0.002443415,0.002443472,0.002399077,0.001322568,0.000799692,0.000310074,0.000525449,0.002691273,HWJC
2,2,2473,1.759344617,0.914277411,1,0.591626794,0.203215146,97.42879,95.35197953,26.30589288,7.586292223,6,43,39.46729716,-87.46419258,391.056,0.73655994,0.573856232,5.887551215,0.00213764,0.00023068,0.537607687,0.002998847,0.003921569,0.002431594,0.002380732,0.002337563,0.000968858,0.000968858,0.000322114,0.00041278,0.002614379,HWJC
2,2,4152,1.619722802,0.914724193,1,0.469470828,0.206472997,121.1437866,138.8848444,22.13594362,7.16013884,6.08276253,57.39986583,48.9516321,-11.09133606,502.692,0.725810681,1.000492151,10.23713995,0.002091503,0.000338331,0.402341687,0.003367936,0.003921569,0.002545782,0.002465592,0.002445213,0.001076509,0.000799692,0.000291295,0.000551994,0.002768166,HWJC
2,2,1415,3.445854701,0.983157648,1,0.39349277,0.171545233,109.4477342,117.0854389,10.44030651,3.83528991,3.16227766,22.17546273,20.00261445,80.32820354,321.954,0.728255275,0.627589409,3.534102361,0.00189158,0.000538254,0.728905229,0.003029604,0.003921569,0.002520439,0.002497599,0.002614379,0.001199539,0.000661284,0.000323383,0.000779019,0.002983468,HWJC
2,2,1593,1.905107502,0.823285083,1,0.331875,0.223879097,76.37349518,80.65977932,13.15294644,4.369311392,3.605551275,48.26458938,43.35174273,37.3188567,299.024,0.573434125,0.592864302,3.943406503,0.001999231,0.000430604,0.20770735,0.003168012,0.003921569,0.00255545,0.002475459,0.002537486,0.001214917,0.000784314,0.000258304,0.000688662,0.002891196,HWJC
2,2,1855,1.416818139,0.759574393,1,0.429398148,0.181676086,68.51746572,82.00609733,17.11724277,5.096017117,4.123105626,51.98970991,44.56515983,-9.728391125,358.202,0.664993726,0.663267997,4.508512256,0.002045367,0.00035371,0.229031981,0.00307574,0.003921569,0.002493489,0.002430465,0.00249135,0.001261053,0.000738178,0.000309772,0.000573116,0.002783545,HWJC
2,2,1361,1.295526177,0.822124628,1,0.544182327,0.395510934,58.19877595,62.09669879,14.86606875,5.385844447,5,35.40094082,33.13300307,70.89650485,207.948,0.871597823,0.385005784,3.32879676,0.002183776,0.000246059,0.38657946,0.003214148,0.003921569,0.002452266,0.002445846,0.002399077,0.001691657,0.000768935,0.000245866,0.000553612,0.002675894,HWJC
2,2,1126,1.342399136,0.800971906,1,0.393431167,0.296285382,53.20905542,66.46803743,14.14213562,4.758213869,4.123105626,32.34508446,31.8563644,42.30987882,218.534,0.715374841,0.412795094,2.79118809,0.002091503,0.000384467,0.243591349,0.002891196,0.003921569,0.002457114,0.002478853,0.002537486,0.00153787,0.000722799,0.000294426,0.000617126,0.00284506,HWJC
4,2,3931,2.337303183,0.73897085,1,0.271103448,0.153294701,126.6474998,135.070352,13.89244399,4.980307048,5,89.80868555,85.32715717,68.75725612,567.666,0.523679478,0.976040047,9.048612429,0.0016609,0.000599769,1.133745064,0.00284506,0.003921569,0.002275152,0.00230186,0.002291427,0.001107267,0,0.00020031,0.000921458,0.00284506,HWJC
4,2,725,1.131028219,0.589946653,1,0.647321429,0.605835076,35.56800609,39.44616585,12.04159458,4.591820801,4.242640687,28.5263552,28.71910997,-44.78491597,122.63,0.889570552,0.192479829,1.691057351,0.001368704,0.000922722,0.035715652,0.002675894,0.003921569,0.002238138,0.002332493,0.002383699,0.001138024,0,0.000213914,0.001105045,0.003225682,HWJC
4,2,1676,2.132880857,0.955925074,1,0.348440748,0.372180327,91.42912672,90.90654542,13.45362405,5.067284953,4.472135955,28.89393465,26.84457133,-41.23197767,237.884,0.841365462,0.429819325,5.067712636,0.002383699,0.000738178,0.608695623,0.003229527,0.003921569,0.002286273,0.003023695,0.003183391,0.001045752,0,0.000292458,0.00094291,0.003921569,HWJC
4,2,4762,2.718866418,0.972125895,1,0.466725473,0.219058811,176.45133,179.6106901,21.54065923,7.05320172,6,48.98615027,41.37068577,-83.1653807,522.66,0.758763544,0.905728621,10.80196895,0.001768551,0.000445982,2.500603294,0.002814302,0.003921569,0.00219837,0.002268368,0.002183776,0.000907343,0,0.000268973,0.000877398,0.002691273,MHC
4,2,607,1.73005023,0.945403888,1,0.475705329,0.472075851,49.15802418,48.3011387,7.810249676,3.455799839,3.16227766,15.94936842,16.02065119,-30.42209919,127.114,0.916918429,0.229342575,1.699331098,0.002260669,0.000753556,0.061599161,0.00272203,0.003921569,0.002248457,0.002799557,0.002814302,0.001445598,0,0.000211053,0.001029275,0.003921569,HWJC
4,2,1168,3.551326766,0.974024473,1,0.272134203,0.207788345,100.0972798,89.62700486,10,3.515226413,3,26.33163111,22.66630486,-53.9632038,265.776,0.633921303,0.486459083,3.245721014,0.002229912,0.000692042,2.569907902,0.003921569,0.003921569,0.002420194,0.002778871,0.002737409,0.001430219,0,0.000481565,0.000987432,0.003921569,HWJC
4,2,825,1.465619892,0.91100028,1,0.721153846,0.571384718,51.28438118,51.0881591,10,4.316448343,4,20.55437425,21.14997288,4.726712628,134.7,0.924887892,0.25473281,2.418915908,0.002291427,0.000822761,0.429212946,0.003014225,0.003921569,0.00229489,0.002932019,0.003098808,0.001199539,0,0.000265884,0.001022128,0.003921569,HWJC
4,2,1428,1.496398785,0.900434143,1,0.484067797,0.419569009,67.58915909,70.76722405,13,5.318345546,5,33.42203733,29.40076795,46.58204091,206.808,0.786993662,0.332533662,3.325690255,0.001645521,0.000676663,0.594350136,0.003921569,0.003921569,0.002216891,0.002328915,0.002260669,0.000599769,0,0.000340615,0.00099999,0.003029604,HWJC
