Metadata_Day,Metadata_Group,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_origImage,Intensity_IntegratedIntensity_origImage,Intensity_LowerQuartileIntensity_origImage,Intensity_MADIntensity_origImage,Intensity_MassDisplacement_origImage,Intensity_MaxIntensityEdge_origImage,Intensity_MaxIntensity_origImage,Intensity_MeanIntensityEdge_origImage,Intensity_MeanIntensity_origImage,Intensity_MedianIntensity_origImage,Intensity_MinIntensityEdge_origImage,Intensity_MinIntensity_origImage,Intensity_StdIntensityEdge_origImage,Intensity_StdIntensity_origImage,Intensity_UpperQuartileIntensity_origImage
8,4,4067,9.962036565,0.995594144,1,0.10460390900000001,0.10237775699999999,319.1048645,271.1825953,11.66190379,4.098221704,3.605551275,39.54489391,29.92159173,38.07243734,706.544,0.48093182799999995,1.116908974,9.015778938,0.001799308,0.000369089,1.492354034,0.002629758,0.003921569000000001,0.002064527,0.0022168129999999998,0.0021683970000000003,0.0011380239999999998,0.0007843139999999999,0.00014090200000000001,0.00064273,0.0025528639999999997
10,6,3980,1.5743842369999999,0.7948625859999999,1,0.343963357,0.20853527,107.83398490000002,132.849539,21.9544984,7.069982456,5.830951895,80.31816490000001,65.43252732,-3.5277786769999997,489.73,0.585897247,0.82985011,8.399139248,0.001876201,0.000215302,0.44637562399999997,0.0027066509999999996,0.003921569000000001,0.002178084,0.002110336,0.002076125,0.00130719,0.000430604,0.00021856799999999998,0.000511815,0.002306805
10,6,5927,7.007611917,0.9871644079999999,1,0.13518075,0.131443359,320.45117039999997,277.9136557,14.86606875,5.248816047,5.0,63.22750414,51.178400399999994,37.21836415,752.7539999999999,0.444302849,1.306020856,13.19987753,0.0017685510000000002,0.000415225,1.285944202,0.002860438,0.003921569000000001,0.002176701,0.002227076,0.002183776,0.001245675,0.000430604,0.00017763900000000002,0.000758207,0.0025989999999999997
10,6,2744,3.175320591,0.947575375,1,0.30276950199999997,0.11324801,141.6468646,160.6393476,13.60147051,4.06359545,3.16227766,54.55880672,45.26075244,9.910726918,551.8,0.48869100600000004,0.9492195940000001,6.076078695,0.0018146870000000002,0.000369089,0.243626664,0.002645137,0.003921569000000001,0.002202366,0.0022143139999999998,0.002260669,0.001030373,0.000307574,0.000214307,0.000702678,0.0025528639999999997
4,6,4456,14.47894456,0.997137463,1,0.107820364,0.060986237,403.269668,355.844067,12.72792206,3.4559161769999998,3.0,50.06055948,30.49124134,-71.27779182,958.212,0.358041059,1.677677946,9.553787468,0.001830065,0.000276817,1.8018401999999998,0.002522107,0.003921569000000001,0.002187325,0.002144028,0.002229912,0.00118416,0.000876586,0.000127645,0.000547842,0.002445213
4,6,4821,7.766460574,0.911424549,1,0.128827962,0.092457296,284.953466,242.9917694,19.72308292,4.830973649,4.123105626,116.34480590000001,117.24901659999999,-39.44610048,809.4739999999999,0.263277176,1.2140562540000002,9.875264356,0.00201461,3.0799999999999996e-05,0.772510503,0.0025528639999999997,0.0025528639999999997,0.002050771,0.002048385,0.002045367,0.001245675,0.001245675,7.41e-05,5.3400000000000004e-05,0.002076125
4,6,6963,12.17233179,0.9602089840000001,1,0.10211773699999999,0.046151150999999994,446.4456642,385.87562760000003,12.16552506,3.6527838989999997,3.16227766,129.2027618,124.68445449999999,67.17660519,1376.93,0.199905258,2.265005982,14.52661422,0.002045367,3.0799999999999996e-05,0.6643731279999999,0.003629373,0.003921569000000001,0.002091418,0.0020862579999999997,0.002076125,0.001460977,0.000799692,0.00011568200000000001,9.82e-05,0.002122261
4,6,1998,1.9259076069999999,0.908904185,1,0.370686456,0.207248848,91.24943964,94.81033699,14.422205100000001,4.814829758,4.0,45.84501381,38.05147399,-41.06244204,348.06199999999995,0.65561936,0.5469896710000001,4.101238383,0.00201461,3.0799999999999996e-05,0.11252116,0.0026912729999999997,0.002891196,0.002041006,0.002052672,0.002045367,0.0013994620000000002,0.0013225679999999999,0.000123811,9.85e-05,0.002076125
4,6,755,1.875393006,0.9433180720000001,1,0.45757575799999994,0.361149686,56.96147028,53.31041174,8.485281374,3.5463492839999997,3.16227766,21.91346618,18.90494604,-25.3995742,162.082,0.795574289,0.26963478,1.58074601,0.002060746,4.61e-05,0.01554022,0.0023990770000000003,0.0025836220000000003,0.002106522,0.0020937029999999997,0.0020915029999999998,0.0013994620000000002,0.0012764319999999999,0.000124277,0.000132917,0.00213764
6,6,6368,8.015011011,0.9884713079999999,1,0.11239366,0.06961354,355.6684533,329.6073422,18.97366596,4.814174919,4.0,74.20505018,53.85115675,35.85110044,1072.16,0.412916613,1.7809920719999999,13.52432206,0.0017839289999999999,0.000292195,3.8977449930000003,0.002429835,0.003921569000000001,0.002143191,0.002123794,0.002153018,0.001245675,0.00083045,0.00011959899999999999,0.0005405000000000001,0.002383699
6,6,552,1.459905321,0.9148755940000001,1,0.5287356320000001,0.518181882,42.0156463,41.61730409,8.062257748,3.6000101780000002,3.16227766,17.19041433,16.96322321,54.62878068,115.7,0.9207673059999999,0.18514419199999999,1.241445657,0.00189158,0.000307574,0.051978767,0.002322184,0.003921569000000001,0.002103911,0.002248996,0.0021683970000000003,0.001906959,0.000768935,8.3e-05,0.00065619,0.0025067279999999997
6,6,3071,1.113147724,0.718460503,1,0.67882405,0.507548488,76.51138828,77.16216690000002,24.04163056,8.706430828,7.810249676000001,55.68577914,53.21885479,-83.35407001,275.744,0.90058651,0.465467166,6.33723995,0.0019377160000000001,0.000107651,0.224367432,0.0023990770000000003,0.003921569000000001,0.002125421,0.002063575,0.002045367,0.0013687039999999999,0.000799692,0.00011675,0.00028058,0.002153018
8,6,809,2.8177382680000003,0.9763240120000001,1,0.294825073,0.321924628,74.3913041,67.47592163,7.280109888999999,3.154143225,2.828427125,18.27736314,16.09182497,-36.69721684,177.706,0.8065802590000001,0.320707439,2.0339101090000002,0.001972319,0.000599769,0.743003425,0.003152634,0.003921569000000001,0.002290767,0.002514104,0.0025374860000000003,0.001353326,0.000230681,0.00025781299999999997,0.000931414,0.003168012
8,6,2010,3.73578961,0.971650633,1,0.286896945,0.193122905,134.34500419999998,114.5425685,10.44030651,3.9324116539999996,3.605551275,40.71004049,31.76202497,17.84213288,361.648,0.571509809,0.672264547,4.431157396000001,0.0016224529999999998,0.000553633,0.40900185200000005,0.002752787,0.003921569000000001,0.0023022760000000002,0.002204556,0.002199154,0.001199539,0.00018454400000000003,0.000273177,0.0008341389999999999,0.00272203
8,6,1689,1.560731154,0.827941192,1,0.459591837,0.277129709,71.3947035,75.2861209,17.11724277,5.445378744,4.123105626,45.30282722,40.03921541,4.389675536,276.744,0.67250647,0.49986930399999996,3.511572618,0.0017685510000000002,0.000322953,0.42488925899999996,0.0029219529999999997,0.003921569000000001,0.002261852,0.002079084,0.002045367,0.001214917,0.000292195,0.00033654199999999995,0.000531307,0.002414456
8,6,631,1.4881484530000002,0.915582668,1,0.586976744,0.582933041,45.37022202,45.31004304,8.94427191,3.854008152,3.605551275,17.91135153,18.24471842,-20.59384984,116.63,0.927259368,0.22805076300000002,1.56650525,0.001691657,0.0008150710000000001,0.07798702,0.002768166,0.003921569000000001,0.002351039,0.0024825760000000002,0.002460592,0.001245675,0.000445982,0.000202489,0.000995662,0.0033217990000000003
8,6,854,1.467721361,0.8991967270000001,1,0.59887798,0.50101032,51.74395358,47.16990566,11.0,4.245059268,4.0,22.7158027,22.64028565,71.94589208,146.356,0.8393120390000001,0.27955403100000004,1.979500267,0.0015686270000000002,0.000692041,0.678212293,0.0027989240000000004,0.003921569000000001,0.0023491939999999998,0.002317916,0.002352941,0.001214917,0.000276817,0.000271342,0.0009473210000000001,0.0029219529999999997
8,6,1550,7.646559792000001,0.993985931,1,0.215277778,0.133076563,172.36765590000002,149.9133083,6.708203932000001,2.8297603430000002,2.828427125,22.28434274,18.87561083,75.80655519,382.57800000000003,0.556353195,0.665405671,3.27063455,0.001876201,0.000215302,1.132703234,0.003829296,0.003921569000000001,0.0021258970000000003,0.002110087,0.00213764,0.001245675,0.0005690119999999999,0.00021500099999999998,0.000521933,0.002352941
8,6,2554,14.96835612,0.994629581,1,0.097018044,0.066494182,309.6793297,245.5402207,9.219544457000001,2.869063624,2.828427125,33.41758443,32.05143199,20.21301684,694.742,0.329378385,1.135747887,5.123937262,0.0018146870000000002,0.00016916599999999997,1.7743935380000002,0.002414456,0.003183391,0.002061248,0.00200624,0.002060746,0.001353326,0.0009688580000000001,0.00013728200000000002,0.000349452,0.002214533
8,6,1377,4.172284059,0.978662568,1,0.309855986,0.139062413,118.29346890000001,106.976633,8.0,3.0475332330000002,2.828427125,37.176452000000005,24.30623593,75.97019144,352.75,0.501730734,0.567366446,2.805505728,0.0017416379999999998,0.000246059,0.606048328,0.002460592,0.003291042,0.002055676,0.002037404,0.002106882,0.001584006,0.000799692,0.000133726,0.000419851,0.002291427
8,6,924,2.201342943,0.9551068779999999,1,0.351732014,0.254076175,68.94576783,72.277244,9.486832981000001,3.539749852,3.0,24.20680133,20.42597382,17.53917241,213.77599999999998,0.727272727,0.330073071,1.799569491,0.0018146870000000002,0.00012303,0.274061171,0.002229912,0.002983468,0.001964721,0.001947586,0.001953095,0.001599385,0.0007843139999999999,0.000122921,0.00027368900000000003,0.002076125
2,2,3651,10.5308625,0.988183941,1,0.155388151,0.076682157,308.6236223,275.8350957,9.848857802000001,3.419877441,3.16227766,46.97264294,47.3035539,-13.73339348,773.5060000000001,0.376702435,1.288550655,8.149389079,0.001860823,0.000322953,4.815723783,0.0025836220000000003,0.003921569000000001,0.002133362,0.002232098,0.002229912,0.00141484,0.000553633,0.00015741,0.000669942,0.002522107
2,2,4064,1.148953955,0.387245296,1,0.549486209,0.527000348,80.06746772,92.19544457,28.63564213,9.833023987999999,8.602325267000001,76.02631123,73.82034162,-14.72945284,311.298,0.9235314170000001,0.564459863,9.232587828,0.0017839289999999999,0.000445982,0.722005914,0.0030603609999999997,0.003921569000000001,0.002196342,0.002271798,0.002229912,0.0013225679999999999,0.00070742,0.000210058,0.000699253,0.0026758940000000003
2,2,2185,2.3363784819999998,0.964304045,1,0.29890560899999996,0.241233759,110.05448419999999,117.38824469999999,15.0,5.218085866,4.472135955,34.06603068,29.14215078,46.52040449,337.374,0.794401018,0.5417609,4.7691813,0.001830065,0.000307574,0.300745821,0.0025374860000000003,0.003921569000000001,0.002175747,0.002182692,0.002183776,0.001691657,0.000722799,0.00015649999999999998,0.000579043,0.002460592
2,2,4478,8.592932733,0.99534497,1,0.133079735,0.07806274,310.90824019999997,273.3861738,14.31782106,4.060313,3.605551275,42.86014848,29.9641858,26.83737808,849.034,0.457873211,1.400046242,10.08827431,0.001983853,0.00018454400000000003,1.246763765,0.002414456,0.003921569000000001,0.002130968,0.002252853,0.0021683970000000003,0.001599385,0.000922722,0.000133395,0.0005136709999999999,0.00236832
4,2,8471,8.822898102,0.981342985,1,0.11810880900000001,0.058211835999999996,427.4493603,375.1333096,18.78829423,5.0416894139999995,4.0,105.2206875,82.18367877,-64.22551748,1352.28,0.281391177,2.6035218469999997,20.71863213,0.002106882,0.000322953,1.2683673640000002,0.0033679359999999998,0.003921569000000001,0.0024286579999999998,0.002445831,0.002445213,0.001491734,9.23e-05,0.00017822200000000002,0.00069793,0.002752787
4,2,2394,1.819843965,0.9453313309999999,1,0.44382647399999997,0.366585864,100.002494,100.70253220000001,19.0,6.721232183,6.403124237,41.01219331,32.61195781,52.12586568,286.47,0.8113878999999999,0.454978878,5.820715361,0.002060746,0.000338331,0.7710019140000001,0.002752787,0.003921569000000001,0.002369682,0.002431377,0.002383699,0.001553249,0.000430604,0.000174857,0.0007192489999999999,0.002752787
4,2,5604,12.84703433,0.993279347,1,0.088268649,0.079411062,424.37607180000003,343.7266356,16.55294536,4.348981162,3.605551275,62.13615136,49.11800197,41.42109135,941.702,0.360107955,1.553694855,12.83614052,0.0019377160000000001,0.00035371,1.8195857869999998,0.0025374860000000003,0.003921569000000001,0.002131269,0.002290532,0.00224529,0.0012918110000000001,0.000645905,0.00014073,0.00071164,0.002645137
4,2,2645,2.539708787,0.910486421,1,0.24738122,0.163834011,120.6756065,133.8431918,15.8113883,4.921443804,4.123105626,57.610318500000005,49.90406571,46.18478263,450.418,0.539025881,0.7486967090000001,5.766520857000001,0.001876201,0.000276817,0.5883618829999999,0.002475971,0.003921569000000001,0.002151427,0.002180159,0.002183776,0.0013994620000000002,0.000645905,0.00016429099999999998,0.000605882,0.002429835
9,2,5641,3.7472346180000002,0.903938262,1,0.227093398,0.060951395,212.90074669999998,200.4120755,18.43908891,4.548261682,3.605551275,121.64852079999999,91.04976627,80.65670225,1078.428,0.325101576,1.913264251,12.14508316,0.0017685510000000002,0.00033833199999999994,0.37247119100000003,0.0036601309999999996,0.003921569000000001,0.002237736,0.002153002,0.002260669,0.0011534030000000001,7.69e-05,0.000202545,0.000578717,0.0025067279999999997
9,2,7643,2.396439172,0.963036936,1,0.40507738,0.263715979,208.12391269999998,214.3944962,29.68164416,9.732942405,8.246211251,66.89274493,56.06220841,12.25574754,603.488,0.715837782,1.105236515,16.48229212,0.001795463,0.00035371,0.09726752699999999,0.0032449059999999997,0.003921569000000001,0.002232801,0.0021565210000000002,0.002153018,0.0009688580000000001,0.0,0.000291893,0.000593812,0.00249135
2,3,3711,11.4193739,0.991599263,1,0.164378101,0.059825135,325.0779841,275.7462602,9.219544457000001,3.246232617,3.0,49.94694289,42.048183,-82.70730647,882.8939999999999,0.302815177,1.511587961,8.380208027,0.0019377160000000001,0.000276817,0.8608434090000001,0.0025989999999999997,0.003921569000000001,0.002144096,0.002258207,0.00224529,0.001091888,0.000230681,0.00017019599999999998,0.000696083,0.0025067279999999997
2,3,1781,2.292504981,0.9628215440000001,1,0.532595694,0.32962359399999996,98.30425983,92.35799911,13.41640786,4.960617313,4.472135955,31.62982922,26.5557408,-9.95451251,260.572,0.751952713,0.420284537,3.7176779989999997,0.0018146870000000002,0.000246059,0.504649964,0.002383699,0.003352557,0.002155305,0.00208741,0.0020915029999999998,0.001261053,0.000615148,0.000156448,0.00042747699999999995,0.002322184
2,3,1756,4.100517578,0.962003899,1,0.310357017,0.08767391699999999,130.4146714,122.4948979,7.071067812000001,2.657179656,2.236067977,43.22955261,35.60786214,-3.329283533,501.686,0.47788814799999996,0.8901653820000001,3.623544983,0.0017839289999999999,0.00023068,0.06214091,0.0028296809999999997,0.002875817,0.0021764429999999997,0.002063522,0.00213764,0.0015224910000000002,0.0011534030000000001,0.000188276,0.000338472,0.002306805
2,3,1580,2.152560277,0.965073117,1,0.550330895,0.368726037,89.91182519,88.07383266,12.0,4.837582049,4.472135955,26.94851562,23.55516137,8.874744621,232.05,0.869325997,0.40839680100000003,3.5935564689999997,0.001753172,0.000461361,0.18605214,0.0025067279999999997,0.003921569000000001,0.002149457,0.002274403,0.00224529,0.0015224910000000002,0.0006612839999999999,0.000156403,0.00074549,0.0026758940000000003
2,3,4068,8.121138202000001,0.9841107929999999,1,0.20781609199999998,0.066528191,284.9752184,260.69330640000004,12.04159458,3.554583151,3.0,71.82355888,50.59891023,3.0563717269999997,876.582,0.364271323,1.491933985,8.995555988,0.001830065,0.000292195,5.035288707,0.00342945,0.003921569000000001,0.002152863,0.002211297,0.0021683970000000003,0.0013994620000000002,0.000722799,0.000167983,0.0006453580000000001,0.002414456
4,3,6099,8.563259061,0.9842361820000001,1,0.11234527,0.061194019,358.3233495,302.6169196000001,14.31782106,4.270083838,3.605551275,79.02433141,63.372742,50.50055264,1119.128,0.35373952399999997,1.924506082,13.38591366,0.001753172,0.000384467,0.6032193610000001,0.003921569000000001,0.003921569000000001,0.0022351989999999998,0.002194772,0.0022760479999999997,0.000415225,0.00016916599999999997,0.000255578,0.000697647,0.0025528639999999997
4,3,2213,1.318158548,0.705510188,1,0.48234524799999995,0.39553216700000005,70.25125848,77.62087348,19.31320792,6.509646842,5.830951895,54.377597200000004,49.78705128,33.71847603,265.158,0.7903571429999999,0.455209565,5.112018645,0.001722415,0.000522876,0.052235816,0.003490965,0.003921569000000001,0.002209755,0.002309995,0.002291427,0.000384468,0.000307574,0.000277235,0.000790841,0.002783545
4,3,13609,2.9756229789999997,0.7636241990000001,1,0.13275519,0.033267694,269.2134872,374.3647954,36.05551275,8.619853379,5.656854248999999,243.6841704,173.82064019999999,-48.01809055,2267.288,0.21215002800000002,3.503683445,27.68905949,0.001799308,0.000215302,0.843582512,0.002460592,0.003921569000000001,0.002046544,0.002034614,0.002029989,0.000876586,0.000645905,0.000202156,0.000410967,0.002229912
4,3,5457,1.0450301770000001,0.6304405120000001,1,0.698540707,0.590355581,95.06060875,97.59098319,35.11409973,12.83009923,11.3137085,74.26508718,73.78961569,29.98322872,340.82,0.9419176659999999,0.570534454,11.04084645,0.001876201,0.000138409,0.264602309,0.002352941,0.003798539,0.002120946,0.002023245,0.001999231,0.001599385,0.000861207,0.000138408,0.000262197,0.002153018
9,3,11551,1.966672685,0.825804942,1,0.322852032,0.114454766,209.0873111,254.62128739999997,32.64965543,9.326224881,7.0,138.704071,117.91601170000001,-45.29634095,1126.154,0.522102694,1.729196601,24.03340367,0.0017839289999999999,0.000261438,2.05573052,0.0027066509999999996,0.003921569000000001,0.0020585670000000003,0.002080634,0.002029989,0.001199539,0.000645905,0.000156951,0.000508759,0.002306805
